,Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q42A,scores
313,4,4,4,4,4,3,4,4,4,4,4,3,3,4,2,3,4,4,3,3,72
314,2,3,4,4,2,4,2,2,2,2,2,2,3,4,1,4,3,4,3,4,57
315,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,40
316,3,4,3,4,3,4,3,3,3,4,3,3,4,2,3,3,3,3,4,3,65
317,3,3,2,2,2,2,1,3,3,1,2,1,4,2,2,2,2,1,3,4,45
318,1,2,1,1,2,2,1,2,1,1,1,3,2,2,3,1,1,1,3,3,34
319,1,3,1,2,1,3,1,1,2,1,2,2,1,3,1,1,1,1,3,2,33
320,2,3,3,3,3,3,3,3,2,3,2,4,3,3,3,4,3,3,4,3,60
321,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,28
322,3,3,4,4,4,3,4,3,4,2,3,2,3,3,2,1,4,4,2,2,60
323,4,4,4,4,4,4,4,4,4,3,4,2,3,4,2,3,4,4,3,4,72
324,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,22
325,2,3,1,3,2,2,2,2,3,1,2,1,1,2,1,1,1,2,1,4,37
326,1,2,2,2,1,2,2,2,2,1,2,1,1,2,3,2,2,2,3,2,37
327,2,4,3,2,4,3,2,2,2,3,2,3,1,2,2,1,3,1,3,4,49
328,1,1,1,2,1,2,2,1,1,3,1,1,1,3,1,1,1,1,1,1,27
329,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,1,3,3,4,4,63
330,1,1,4,3,1,3,3,2,3,3,2,1,4,3,1,2,3,3,2,4,49
331,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,29
332,3,3,2,3,3,3,3,4,3,3,2,4,4,3,4,3,3,3,2,4,62
333,4,3,2,4,1,2,2,4,2,1,4,4,2,1,2,4,2,2,3,2,51
334,4,4,4,4,4,4,3,4,4,1,4,2,4,3,1,2,1,3,4,4,64
335,2,2,1,2,2,2,1,2,3,1,1,1,1,2,1,1,1,1,1,2,30
336,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,78
337,3,3,2,4,3,4,3,4,3,1,2,2,4,4,2,3,2,3,4,3,59
338,3,2,1,2,2,2,1,2,2,2,2,3,3,2,4,2,2,2,4,2,45
339,3,1,4,2,4,2,4,4,3,2,2,1,1,3,2,1,4,4,2,2,51
340,3,3,4,3,3,1,4,3,2,2,3,3,1,1,4,1,4,4,3,4,56
341,1,3,1,3,1,3,2,2,3,2,2,2,2,2,2,1,2,2,2,2,40
342,1,2,1,1,1,1,1,2,1,1,3,3,1,1,2,1,1,1,2,2,29
343,1,4,3,2,2,2,1,4,1,3,2,3,2,1,3,2,1,1,3,3,44
344,3,2,2,3,2,3,2,1,3,1,2,1,1,3,1,1,1,2,3,3,40
345,3,4,3,4,3,4,1,3,3,4,3,1,4,4,1,4,3,4,4,4,64
346,3,3,3,4,4,2,3,4,4,4,4,4,3,3,3,2,4,3,2,4,66
347,4,4,4,4,4,3,3,3,4,1,4,1,1,3,1,1,3,4,3,4,59
348,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,27
349,2,3,3,3,4,3,3,2,2,1,2,2,1,3,2,3,3,2,1,3,48
350,3,2,4,4,4,4,4,2,3,2,3,2,2,3,3,3,3,4,4,4,63
351,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,26
352,4,3,4,4,3,3,3,3,3,2,4,3,4,3,3,1,4,3,3,4,64
353,3,1,2,3,2,3,3,1,2,3,2,1,2,3,1,3,4,3,2,3,47
354,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,75
355,1,3,1,2,1,2,1,1,2,3,1,2,2,1,1,1,1,1,2,3,32
356,1,4,1,1,1,3,1,2,3,2,1,4,3,1,1,4,2,1,4,3,43
357,2,3,3,2,2,2,2,3,2,3,2,4,3,3,2,2,2,3,3,3,51
358,3,3,4,4,3,2,2,3,4,2,4,2,2,2,2,1,2,3,2,4,54
359,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
360,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
361,1,1,2,3,2,2,1,1,2,1,2,2,1,3,1,1,1,3,1,1,32
362,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
363,1,3,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,3,33
364,1,2,1,1,4,4,4,1,1,3,1,3,2,2,2,2,2,4,2,2,44
365,1,2,1,1,2,1,1,1,1,1,2,3,2,1,3,1,1,1,1,3,30
366,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,26
367,2,4,4,2,4,3,3,4,2,1,3,2,4,2,2,1,4,2,2,4,55
368,3,3,4,2,3,4,4,2,4,2,3,3,3,4,3,2,2,4,3,4,62
369,2,4,2,2,2,2,2,3,3,2,3,3,4,2,3,2,3,1,4,4,53
370,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,3,28
371,1,1,1,2,1,2,1,1,2,1,2,2,2,3,1,1,1,2,1,1,29
372,1,1,2,2,2,1,2,3,3,1,2,1,1,1,1,2,2,2,2,2,34
373,1,1,1,3,1,2,1,2,2,2,2,3,1,3,1,2,1,2,2,2,35
374,3,3,3,3,4,3,4,3,4,2,4,2,2,2,2,3,4,4,4,2,61
375,1,1,1,2,1,2,1,1,1,2,1,4,1,1,2,1,1,1,2,1,28
376,3,2,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,45
377,2,3,2,3,1,3,1,2,3,2,2,4,3,3,2,1,2,1,2,3,45
378,2,3,2,3,3,2,2,2,3,1,2,1,1,2,2,2,1,2,2,2,40
379,3,4,3,4,4,3,4,4,3,4,4,3,3,3,4,2,3,4,3,4,69
380,1,4,2,3,2,2,1,1,3,3,3,2,1,2,1,1,1,2,3,4,42
381,3,3,4,4,2,4,2,2,3,1,2,1,3,4,1,2,4,2,2,3,52
382,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,25
383,3,4,3,4,4,2,2,2,4,2,3,2,3,3,1,3,2,3,3,4,57
384,4,4,4,4,4,3,4,3,4,2,4,3,1,4,3,1,4,4,4,4,68
385,1,4,1,2,2,1,1,1,1,2,1,2,2,1,4,1,1,1,2,3,34
386,1,4,1,1,3,3,1,1,1,3,1,4,1,1,3,3,1,1,2,4,40
387,3,2,4,3,2,4,4,4,4,4,4,2,2,3,2,1,4,4,2,3,61
388,4,2,4,4,4,4,4,4,4,1,4,3,3,4,1,2,4,4,2,4,66
389,2,3,3,2,1,4,3,1,2,4,2,2,3,4,2,4,2,2,4,4,54
390,3,2,4,4,3,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,72
391,4,3,4,2,2,3,1,2,3,3,1,1,3,3,2,1,4,1,1,2,46
392,2,4,1,3,2,1,1,4,4,1,3,3,4,1,3,2,2,1,3,2,47
393,3,3,2,4,2,4,3,1,4,3,3,2,4,3,1,3,4,2,3,4,58
394,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,3,2,2,1,41
395,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,28
396,3,4,3,4,4,2,4,3,4,4,4,1,3,3,3,2,3,4,3,4,65
397,2,4,2,3,2,1,1,2,4,3,3,3,3,2,2,3,2,2,4,4,52
398,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
399,3,3,2,3,3,3,3,2,2,4,2,2,1,3,2,2,1,3,3,2,49
400,4,4,4,4,3,4,4,3,4,3,2,3,3,4,2,3,4,4,3,4,69
401,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,4,31
402,4,2,2,4,4,3,3,4,4,2,4,1,1,4,1,1,2,3,2,3,54
403,3,4,4,4,4,3,4,2,4,4,3,4,4,4,3,1,4,4,3,4,70
404,3,4,4,4,4,3,4,3,3,3,3,4,2,4,4,2,3,4,4,3,68
405,2,4,3,3,4,4,4,3,2,3,3,2,3,2,2,2,2,2,4,2,56
406,1,2,1,1,2,1,1,3,3,2,2,1,3,1,1,4,1,1,1,3,35
407,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
408,2,3,3,3,3,4,3,2,3,3,2,3,3,3,2,1,3,3,3,4,56
409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
410,3,3,3,3,3,3,3,3,4,3,2,3,3,2,3,2,3,4,3,3,59
411,2,2,1,3,1,1,1,1,3,1,2,2,4,1,2,1,1,1,4,3,37
412,2,1,4,3,4,3,3,3,2,1,3,2,1,2,2,1,4,4,3,1,49
413,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,59
414,2,1,1,2,2,2,1,2,3,1,1,2,2,1,2,1,1,2,2,3,34
415,2,2,3,2,4,2,2,2,2,1,3,3,2,2,3,1,4,2,2,4,48
416,1,2,2,2,2,3,3,2,2,4,2,2,2,2,2,3,1,2,3,2,44
417,1,1,1,3,1,1,1,1,2,2,1,2,4,1,4,1,1,1,2,1,32
418,2,2,3,2,2,2,3,2,3,2,2,4,2,2,4,2,2,3,4,3,51
419,3,4,3,4,4,3,3,3,4,4,3,2,4,3,2,4,3,4,3,4,67
420,3,3,2,4,2,4,4,3,4,2,3,2,2,2,2,2,3,4,1,4,56
421,2,3,4,3,3,4,3,2,2,2,2,1,2,3,1,1,3,4,3,3,51
422,2,4,2,3,2,2,4,2,2,3,2,3,4,2,2,1,2,4,4,4,54
423,4,4,3,4,2,3,2,4,4,3,2,2,2,2,3,3,2,2,1,4,56
424,2,2,1,1,2,1,1,3,2,1,2,1,2,1,1,1,1,2,2,3,32
425,1,3,2,3,2,1,2,2,3,3,2,2,2,1,2,1,2,3,2,3,42
426,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
427,3,3,3,3,3,3,2,2,2,1,2,2,3,2,2,2,2,2,3,2,47
428,1,3,2,2,1,2,1,2,1,3,1,2,3,1,2,2,2,2,2,2,37
429,2,4,4,4,4,3,3,4,4,2,2,1,2,2,1,1,2,2,3,4,54
430,1,1,1,1,2,2,1,1,3,1,2,3,1,2,1,1,1,1,1,1,28
431,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,26
432,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,24
433,2,3,4,3,3,4,3,4,3,2,3,2,1,3,1,2,4,2,3,3,55
434,4,3,4,4,3,4,4,4,3,3,3,3,4,4,3,3,3,3,4,4,70
435,2,1,1,1,2,2,3,1,2,3,1,3,3,2,3,1,2,4,2,1,40
436,4,2,3,3,4,3,2,3,3,1,4,1,3,3,2,2,4,3,1,2,53
437,1,4,2,2,2,2,1,3,2,1,2,1,1,1,1,2,1,1,2,3,35
438,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,26
439,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,36
440,2,3,2,2,3,1,1,3,4,1,3,3,4,1,1,3,2,4,4,3,50
441,4,4,4,4,3,4,4,3,4,3,4,1,4,4,1,3,4,4,2,4,68
442,2,3,3,3,4,4,3,3,4,2,2,1,3,4,2,1,4,3,2,4,57
443,1,1,1,2,3,1,1,2,1,1,1,3,1,1,3,1,1,1,1,2,29
444,2,3,3,3,3,3,4,2,4,2,2,3,3,3,3,4,3,3,4,2,59
445,4,3,4,4,4,3,3,4,4,2,4,2,4,4,3,1,3,3,4,4,67
446,1,4,2,2,3,1,1,3,2,1,4,3,2,1,3,1,1,1,3,4,43
447,1,1,1,1,1,1,2,3,1,2,2,1,2,1,1,1,1,1,2,1,27
448,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,25
449,2,3,3,2,2,3,1,3,1,2,3,3,4,3,2,3,3,2,2,3,50
450,2,2,4,4,3,3,4,2,4,1,2,3,2,3,2,1,3,3,2,3,53
451,3,3,1,3,1,2,2,1,2,1,1,2,4,1,1,1,1,2,3,2,37
452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,22
453,2,3,2,3,2,4,3,1,3,4,1,4,3,4,3,4,2,4,4,3,59
454,3,3,4,4,3,3,4,2,3,3,3,1,2,3,2,2,4,4,2,4,59
455,2,3,4,2,1,3,3,1,3,2,1,3,2,4,1,2,4,3,1,2,47
456,2,2,3,3,2,2,2,3,3,1,4,2,2,2,4,1,2,2,4,4,50
457,3,2,4,4,4,4,3,3,1,1,1,2,1,3,2,2,4,4,1,2,51
458,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,74
459,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,78
460,1,2,1,1,1,1,4,1,1,1,1,4,1,1,4,1,2,1,4,3,36
461,4,1,4,4,4,4,4,2,4,1,3,1,1,4,2,4,3,4,1,1,56
462,1,3,3,3,1,1,1,2,4,2,1,2,1,2,1,1,2,1,2,2,36
463,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,2,2,33
464,2,2,2,2,1,1,1,2,2,1,2,2,3,1,2,1,1,1,2,2,33
465,3,4,3,3,3,3,3,3,3,1,3,4,2,3,4,1,3,3,4,4,60
466,2,4,2,4,4,4,2,2,4,1,4,4,2,2,4,2,2,4,2,2,57
467,1,3,1,1,1,1,1,2,1,3,2,2,3,1,2,1,2,1,3,2,34
468,3,3,3,3,2,3,3,2,4,2,2,3,2,4,1,1,3,3,2,2,51
469,2,3,4,2,2,4,2,2,3,4,2,3,3,3,2,4,3,4,3,3,58
470,2,3,1,2,2,1,1,2,2,1,3,2,1,1,1,1,1,1,1,2,31
471,3,4,4,4,2,4,4,4,2,4,2,2,2,4,3,2,2,4,4,4,64
472,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,2,1,25
473,2,1,2,4,2,2,2,2,2,1,2,1,4,4,2,2,1,1,3,3,43
474,2,4,2,2,3,2,2,3,2,3,3,3,2,1,2,1,2,1,2,3,45
475,4,4,1,4,4,1,1,4,4,1,4,1,4,1,1,1,1,1,1,4,47
476,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,24
477,2,3,2,2,2,4,2,2,2,4,2,4,3,3,4,4,2,2,2,4,55
478,2,2,3,3,3,3,3,2,2,3,2,3,2,3,3,2,3,4,3,3,54
479,2,3,4,4,3,4,3,3,3,2,2,2,2,3,2,1,3,3,3,3,55
480,1,1,2,3,1,2,2,1,2,1,2,3,3,2,3,4,1,2,2,3,41
481,2,4,2,4,4,4,4,3,4,3,3,4,3,3,1,1,1,3,2,4,59
482,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,30
483,2,2,2,3,2,3,2,3,3,2,2,2,2,3,2,2,3,2,2,2,46
484,2,2,3,3,3,3,3,2,4,2,2,3,4,4,3,2,3,3,3,3,57
485,2,3,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,3,33
486,2,3,2,4,3,4,3,4,4,3,2,3,3,4,4,4,2,2,4,4,64
487,3,4,3,3,2,3,2,3,3,2,3,4,1,2,2,1,2,2,2,3,50
488,4,2,3,3,2,3,3,4,3,3,2,3,3,4,2,2,3,3,3,3,58
489,1,2,3,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,3,3,31
490,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,2,76
491,2,2,3,4,2,4,4,2,2,1,3,1,3,4,2,4,3,4,4,2,56
492,3,4,2,3,2,4,2,2,3,3,3,3,3,3,3,4,3,3,3,3,59
493,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,76
494,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,23
495,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,3,2,1,2,2,31
496,2,2,1,2,1,1,1,2,3,2,2,1,4,1,1,3,1,1,2,2,35
497,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,21
498,3,4,4,4,3,4,3,3,4,1,3,2,1,4,2,2,4,4,3,4,62
499,2,2,1,3,1,3,2,2,3,2,3,3,2,2,3,1,2,2,3,2,44
500,3,2,3,4,4,3,3,4,3,1,4,4,2,3,3,2,4,2,2,4,60
501,2,3,2,4,4,2,2,4,4,2,4,2,3,2,3,2,3,2,3,3,56
502,2,4,1,3,4,2,1,1,3,4,2,3,3,2,3,3,1,1,3,2,48
503,2,3,2,2,1,2,2,1,2,1,1,2,2,2,1,1,3,2,2,1,35
504,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,38
505,2,3,2,2,2,4,1,2,2,2,2,3,2,2,3,1,2,2,2,3,44
506,2,1,2,4,4,4,3,3,4,4,2,4,1,4,4,3,2,4,4,4,63
507,4,4,3,3,4,2,3,4,2,3,4,3,2,2,3,1,3,3,3,4,60
508,1,4,2,2,2,2,2,2,3,2,3,2,3,2,2,3,2,1,2,3,45
509,1,3,2,2,1,1,1,1,2,1,1,3,2,1,2,1,1,1,1,3,31
510,3,4,4,4,4,4,4,3,4,3,4,3,3,3,2,4,3,4,1,2,66
511,2,1,3,2,2,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,52
512,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,44
513,2,2,3,2,2,2,1,4,2,1,2,1,4,1,2,3,2,3,4,1,44
514,2,2,3,2,1,3,1,1,2,1,3,1,2,3,1,1,4,2,2,1,38
515,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,35
516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
517,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,79
518,2,3,3,3,3,2,3,2,3,1,2,1,2,3,2,1,3,2,2,2,45
519,2,1,4,4,4,4,4,4,4,3,4,4,2,4,2,3,4,4,2,4,67
520,1,4,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,27
521,2,2,1,2,1,1,1,1,1,3,2,1,1,2,1,1,1,1,2,3,30
522,4,4,4,3,4,4,3,2,3,3,2,2,2,3,4,4,4,4,4,3,66
523,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,74
524,2,2,3,4,2,1,2,2,3,2,2,2,3,2,1,3,2,1,3,2,44
525,2,4,4,2,2,4,4,3,4,1,1,3,3,4,3,1,4,4,2,4,59
526,2,2,2,2,4,4,2,2,2,1,3,2,3,2,3,2,3,3,2,3,49
527,2,3,3,2,3,1,2,2,3,1,2,2,2,1,2,1,2,2,1,3,40
528,1,1,1,1,1,1,1,1,1,3,1,3,3,1,2,2,1,1,2,2,30
529,2,2,3,3,3,2,3,3,3,3,2,4,4,2,2,3,3,2,4,2,55
530,3,3,4,3,2,3,3,3,2,4,2,3,2,3,2,1,3,3,2,3,54
531,2,3,4,4,2,3,4,2,3,3,3,2,3,4,1,1,4,4,4,4,60
532,3,3,4,4,4,4,4,4,4,2,4,2,1,4,1,3,4,4,3,3,65
533,1,3,3,1,1,4,1,1,2,1,1,2,2,4,1,1,3,2,3,4,41
534,2,4,3,3,3,4,2,3,3,2,2,3,3,3,3,2,2,2,4,4,57
535,2,4,3,3,3,1,2,3,3,2,2,2,3,2,3,2,3,1,2,4,50
536,4,4,4,4,4,4,4,4,4,4,3,2,4,4,1,4,4,4,4,4,74
537,3,4,3,2,2,4,1,4,1,1,4,4,4,2,3,2,3,2,3,4,56
538,3,2,4,4,4,2,4,2,4,1,2,1,4,3,3,4,4,1,4,4,60
539,2,3,3,3,3,3,3,3,4,2,2,1,2,3,3,2,3,3,2,3,53
540,3,4,4,4,4,2,3,4,4,1,4,4,4,2,4,2,3,4,2,4,66
541,3,4,3,4,4,4,4,4,4,2,4,2,1,4,1,2,4,4,3,4,65
542,2,3,2,3,4,2,1,3,2,2,3,4,4,3,2,2,3,1,3,2,51
543,1,4,2,2,3,1,1,2,3,2,2,4,2,1,3,1,1,2,3,4,44
544,2,1,2,2,4,3,3,1,2,1,2,1,1,2,1,1,3,3,1,3,39
545,2,3,1,2,3,1,2,2,2,3,2,2,4,1,2,2,1,1,3,3,42
546,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,79
547,2,4,1,3,3,4,3,3,4,4,2,1,3,2,1,3,4,4,1,4,56
548,2,4,3,4,3,3,3,2,3,3,2,1,4,3,2,4,2,2,4,3,57
549,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,30
550,2,4,4,4,3,4,1,3,4,3,1,4,2,4,2,2,4,4,2,4,61
551,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,3,3,2,36
552,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,77
553,2,2,2,2,2,3,3,3,2,2,2,3,2,3,3,2,1,3,2,1,45
554,2,4,2,2,3,4,2,2,3,2,3,4,2,4,2,3,2,3,3,3,55
555,1,3,3,1,2,2,3,2,1,3,3,2,3,2,2,1,2,2,3,4,45
556,2,3,2,4,2,4,3,2,4,2,2,2,2,3,2,1,3,4,3,4,54
557,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,78
558,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,2,3,4,73
559,2,2,3,3,4,1,2,4,3,2,2,2,1,3,3,2,3,2,2,2,48
560,2,4,4,4,3,4,4,4,3,1,2,4,2,4,2,2,3,3,1,3,59
561,4,4,4,4,3,4,4,2,3,4,3,1,1,4,3,2,4,4,3,3,64
562,3,4,4,4,3,4,4,2,3,3,4,2,4,4,2,3,3,4,3,3,66
563,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,24
564,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
565,1,2,2,2,3,3,2,2,2,1,2,1,1,3,2,1,2,2,1,4,39
566,4,4,3,4,4,3,4,4,4,2,3,2,3,4,2,2,4,4,3,4,67
567,4,1,4,4,4,4,2,4,4,1,4,4,4,4,4,3,4,4,4,4,71
568,2,2,4,3,1,2,2,2,3,1,3,1,1,3,1,1,2,1,1,1,37
569,2,4,3,3,3,3,3,3,3,1,4,1,1,3,1,1,3,4,1,4,51
570,2,3,3,3,3,3,3,4,4,3,2,3,1,3,3,1,3,2,3,4,56
571,4,3,4,4,4,4,4,3,4,4,3,2,2,4,4,4,4,4,4,4,73
572,2,4,2,2,4,2,1,1,3,1,2,2,2,2,1,1,2,1,1,3,39
573,4,4,4,4,4,3,3,4,4,3,2,2,4,2,2,1,2,2,3,2,59
574,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,77
575,1,4,2,3,3,3,2,2,2,3,2,3,3,4,3,3,3,2,3,4,55
576,2,2,1,3,2,4,3,2,4,3,2,4,4,2,2,2,2,2,4,3,53
577,1,2,2,1,2,1,1,2,2,2,2,1,3,1,1,3,1,1,1,2,32
578,2,3,2,3,2,3,2,3,3,3,4,3,3,3,3,3,2,2,3,3,55
579,2,2,3,3,3,3,2,2,2,3,2,4,3,3,3,1,3,2,2,4,52
580,2,4,3,4,3,4,4,2,4,1,4,4,2,2,4,3,1,4,1,3,59
581,1,3,2,1,1,2,2,2,1,2,2,1,3,1,1,2,1,1,4,4,37
582,2,3,3,4,2,3,4,3,3,4,3,3,3,4,2,1,3,4,4,4,62
583,4,3,4,4,4,4,4,4,4,2,4,4,4,1,4,4,4,4,4,4,74
584,2,3,1,4,2,4,1,2,4,4,2,4,4,3,4,2,1,1,4,3,55
585,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,78
586,3,4,3,4,2,1,4,4,4,1,3,2,1,3,2,1,3,3,2,4,54
587,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,24
588,2,3,2,2,2,1,2,3,2,2,3,4,4,1,4,1,2,1,4,3,48
589,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,36
590,2,1,1,2,1,2,3,1,2,2,2,2,4,2,1,1,1,3,4,3,40
591,4,4,3,3,4,4,4,4,4,2,4,1,1,4,1,1,3,4,1,4,60
592,4,4,2,4,4,2,2,3,3,1,3,3,1,3,4,3,2,2,2,4,56
593,2,3,2,2,2,3,2,2,2,2,2,3,1,3,2,1,2,2,1,2,41
594,1,1,1,3,1,4,1,2,3,2,1,2,2,3,2,1,1,1,2,2,36
595,3,2,4,3,2,3,4,3,3,1,3,2,4,4,3,1,3,4,3,4,59
596,1,1,1,1,1,2,1,2,1,2,1,2,3,1,1,2,1,1,2,1,28
597,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24
598,4,4,4,4,4,4,4,4,4,3,4,2,2,4,1,2,4,4,3,4,69
599,2,2,2,3,3,4,2,1,3,3,2,3,3,2,2,1,2,3,2,3,48
600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,21
601,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,27
602,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,3,4,4,2,4,71
603,3,3,1,3,4,2,4,4,1,3,3,2,2,3,1,2,2,4,2,4,53
604,4,4,4,4,4,4,4,4,4,4,4,2,1,4,2,1,4,4,3,4,69
605,2,1,2,1,2,1,2,3,1,1,2,2,1,1,2,1,2,2,2,2,33
606,3,4,3,4,4,4,4,4,4,2,3,1,3,4,2,3,4,4,3,4,67
607,2,4,1,3,1,3,2,2,4,2,1,3,3,2,4,2,2,2,2,4,49
608,2,3,2,3,2,3,2,2,2,2,2,2,3,3,1,2,2,2,3,3,46
609,1,1,1,2,1,1,1,1,2,3,1,2,3,1,2,3,1,1,3,2,33
610,2,3,2,3,4,4,2,3,3,1,4,2,1,4,1,2,2,3,1,4,51
611,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,2,1,1,3,40
612,2,3,1,2,3,1,1,1,1,4,2,2,2,1,2,2,1,2,3,3,39
613,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,34
614,2,2,1,2,2,2,1,2,2,1,3,3,3,1,2,2,1,1,3,2,38
615,1,4,2,4,4,3,1,4,3,4,2,3,4,1,3,2,1,1,4,4,55
616,2,2,2,4,3,2,2,2,4,2,3,2,2,1,2,2,1,2,2,4,46
617,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,4,4,3,4,75
618,4,4,4,4,4,4,4,4,4,1,4,3,4,4,3,4,4,4,4,4,75
619,1,4,3,2,4,2,3,2,3,1,3,1,2,3,1,1,3,2,2,4,47
620,2,3,4,3,4,2,4,4,2,2,2,3,1,3,4,1,2,4,2,3,55
621,3,4,2,4,2,3,2,2,4,3,4,1,4,3,2,2,3,2,2,4,56
622,3,2,3,2,1,1,1,1,2,1,2,3,1,1,2,1,2,2,1,2,34
623,3,2,4,2,3,4,2,2,2,4,2,1,1,4,1,2,4,3,2,4,52
624,3,4,3,3,3,3,2,2,3,3,3,4,4,4,2,3,4,2,2,4,61
625,3,3,2,2,2,2,2,3,2,1,2,2,1,2,2,1,2,2,3,3,42
626,1,2,1,1,1,1,1,1,1,1,1,3,3,1,2,2,1,1,4,2,31
627,1,4,1,1,4,1,1,4,1,1,4,1,1,1,1,1,1,1,1,4,35
